# Cron vectors derived from Cronos's CronExpressionFacts test suite
# source-class: third-party-comparison (implementation test suite, not an authority)
# source: Cronos -- https://github.com/HangfireIO/Cronos -- tests/Cronos.Tests/CronExpressionFacts.cs
# acquired: 2026-08-05 (delivered user-side; host unreachable from the build env)
# facts-sha256: 2d27080589fc183a1f647468b24053587713e3af52dd346640d98adde1e60bb5
# licence: Cronos is MIT (Copyright (c) 2017 Hangfire OU). Deriving this table and redistributing it
#          with attribution is permitted; the upstream file itself is not committed.
# note: Cronos implements Quartz-flavoured cron. Where it deliberately differs from Vixie, the row is
#       flagged and excluded rather than reconciled -- see corpus/recurrence/README.md.
# flags: quartz-ext        = uses the Quartz L / W / # / ? tokens (Bodu rejects them; planned follow-on)
#        hash              = uses the H jitter token (a Jenkins extension Bodu does not model)
#        cronos-macro      = @every_second / @every_minute, macros Cronos adds beyond crontab(5)
#        wrap-range        = a reversed range such as 55-5 (Cronos wraps; Bodu rejects)
#        oversized-step    = a step wider than its range, e.g. */60 (Cronos throws; cronie warns and
#                            keeps the range start, which is what Bodu does)
#        dom-dow-intersect = both day fields restricted (Cronos intersects; Vixie and Bodu union)
#        seconds-elision   = Cronos drops a zero seconds field from ToString; Bodu renders every field
#        dst               = the row sits within a day of a US Eastern DST transition, where a
#                            zone-free reading of the Cronos fixture is not offset-invariant
name,kind,format,expression,from,expected,flags
next-475,next,standard,* * 9 * *,2016-11-01T00:00:00,2016-11-09T00:00:00,
next-476,next,standard,* * 9 * *,2016-11-09T00:00:00,2016-11-09T00:00:00,
next-477,next,standard,* * 09 * *,2016-11-10T00:00:00,2016-12-09T00:00:00,
next-478,next,standard,* * */4 * *,2016-12-01T00:00:00,2016-12-01T00:00:00,
next-479,next,standard,* * */4 * *,2016-12-02T00:00:00,2016-12-05T00:00:00,
next-480,next,standard,* * */4 * *,2016-12-06T00:00:00,2016-12-09T00:00:00,
next-481,next,standard,* * */3 * *,2016-12-02T00:00:00,2016-12-04T00:00:00,
next-482,next,standard,"* * 10,20 * *",2016-12-09T00:00:00,2016-12-10T00:00:00,
next-483,next,standard,"* * 10,20 * *",2016-12-12T00:00:00,2016-12-20T00:00:00,
next-484,next,standard,* * 16-23 * *,2016-12-01T00:00:00,2016-12-16T00:00:00,
next-485,next,standard,* * 16-23 * *,2016-12-16T00:00:00,2016-12-16T00:00:00,
next-486,next,standard,* * 16-23 * *,2016-12-18T00:00:00,2016-12-18T00:00:00,
next-487,next,standard,* * 16-23 * *,2016-12-23T00:00:00,2016-12-23T00:00:00,
next-488,next,standard,* * 16-23 * *,2016-12-24T00:00:00,2017-01-16T00:00:00,
next-489,next,standard,"* * 5-8,19,20,28-29 * *",2016-12-01T00:00:00,2016-12-05T00:00:00,
next-490,next,standard,"* * 5-8,19,20,28-29 * *",2016-12-05T00:00:00,2016-12-05T00:00:00,
next-491,next,standard,"* * 5-8,19,20,28-29 * *",2016-12-06T00:00:00,2016-12-06T00:00:00,
next-492,next,standard,"* * 5-8,19,20,28-29 * *",2016-12-08T00:00:00,2016-12-08T00:00:00,
next-493,next,standard,"* * 5-8,19,20,28-29 * *",2016-12-09T00:00:00,2016-12-19T00:00:00,
next-494,next,standard,"* * 5-8,19,20,28-29 * *",2016-12-20T00:00:00,2016-12-20T00:00:00,
next-495,next,standard,"* * 5-8,19,20,28-29 * *",2016-12-21T00:00:00,2016-12-28T00:00:00,
next-496,next,standard,"* * 5-8,19,20,28-29 * *",2016-12-30T00:00:00,2017-01-05T00:00:00,
next-497,next,standard,"* * 5-8,19,20,29-30 * *",2017-02-27T00:00:00,2017-03-05T00:00:00,
next-498,next,standard,* * 30-31 * *,2016-02-27T00:00:00,2016-03-30T00:00:00,
next-499,next,standard,* * 30-31 * *,2017-02-27T00:00:00,2017-03-30T00:00:00,
next-500,next,standard,* * 31 * *,2017-04-27T00:00:00,2017-05-31T00:00:00,
next-501,next,standard,* * 20-5/5 * *,2017-05-19T00:00:00,2017-05-20T00:00:00,wrap-range oversized-step
next-502,next,standard,* * 20-5/5 * *,2017-05-21T00:00:00,2017-05-25T00:00:00,wrap-range oversized-step
next-503,next,standard,* * 20-5/5 * *,2017-05-26T00:00:00,2017-05-30T00:00:00,wrap-range oversized-step
next-504,next,standard,* * 20-5/5 * *,2017-06-01T00:00:00,2017-06-04T00:00:00,wrap-range oversized-step
next-505,next,standard,* * 20-5/5 * *,2017-06-05T00:00:00,2017-06-20T00:00:00,wrap-range oversized-step
next-506,next,standard,* * 20-5/5 * *,2017-07-01T00:00:00,2017-07-04T00:00:00,wrap-range oversized-step
next-507,next,standard,* * 20-5/5 * *,2018-02-26T00:00:00,2018-03-04T00:00:00,wrap-range oversized-step
next-508,next,standard,* * * 11 *,2016-10-09T00:00:00,2016-11-01T00:00:00,
next-509,next,standard,* * * 11 *,2016-11-02T00:00:00,2016-11-02T00:00:00,
next-510,next,standard,* * * 11 *,2016-12-02T00:00:00,2017-11-01T00:00:00,
next-511,next,standard,"* * * 3,9 *",2016-01-09T00:00:00,2016-03-01T00:00:00,
next-512,next,standard,"* * * 3,9 *",2016-06-09T00:00:00,2016-09-01T00:00:00,
next-513,next,standard,"* * * 3,9 *",2016-10-09T00:00:00,2017-03-01T00:00:00,
next-514,next,standard,* * * 5-11 *,2016-01-01T00:00:00,2016-05-01T00:00:00,
next-515,next,standard,* * * 5-11 *,2016-05-07T00:00:00,2016-05-07T00:00:00,
next-516,next,standard,* * * 5-11 *,2016-07-12T00:00:00,2016-07-12T00:00:00,
next-517,next,standard,* * * 05-11 *,2016-12-13T00:00:00,2017-05-01T00:00:00,
next-518,next,standard,* * * DEC *,2016-08-09T00:00:00,2016-12-01T00:00:00,
next-519,next,standard,* * * mar-dec *,2016-02-09T00:00:00,2016-03-01T00:00:00,
next-520,next,standard,* * * mar-dec *,2016-04-09T00:00:00,2016-04-09T00:00:00,
next-521,next,standard,* * * mar-dec *,2016-12-09T00:00:00,2016-12-09T00:00:00,
next-522,next,standard,* * * */4 *,2016-01-09T00:00:00,2016-01-09T00:00:00,
next-523,next,standard,* * * */4 *,2016-02-09T00:00:00,2016-05-01T00:00:00,
next-524,next,standard,* * * */3 *,2016-12-09T00:00:00,2017-01-01T00:00:00,
next-525,next,standard,* * * */5 *,2016-12-09T00:00:00,2017-01-01T00:00:00,
next-526,next,standard,* * * APR-NOV *,2016-12-09T00:00:00,2017-04-01T00:00:00,
next-527,next,standard,"* * * 2-4,JUN,7,SEP-nov *",2016-01-01T00:00:00,2016-02-01T00:00:00,
next-528,next,standard,"* * * 2-4,JUN,7,SEP-nov *",2016-02-10T00:00:00,2016-02-10T00:00:00,
next-529,next,standard,"* * * 2-4,JUN,7,SEP-nov *",2016-03-01T00:00:00,2016-03-01T00:00:00,
next-530,next,standard,"* * * 2-4,JUN,7,SEP-nov *",2016-05-20T00:00:00,2016-06-01T00:00:00,
next-531,next,standard,"* * * 2-4,JUN,7,SEP-nov *",2016-06-10T00:00:00,2016-06-10T00:00:00,
next-532,next,standard,"* * * 2-4,JUN,7,SEP-nov *",2016-07-05T00:00:00,2016-07-05T00:00:00,
next-533,next,standard,"* * * 2-4,JUN,7,SEP-nov *",2016-08-15T00:00:00,2016-09-01T00:00:00,
next-534,next,standard,"* * * 2-4,JUN,7,SEP-nov *",2016-11-25T00:00:00,2016-11-25T00:00:00,
next-535,next,standard,"* * * 2-4,JUN,7,SEP-nov *",2016-12-01T00:00:00,2017-02-01T00:00:00,
next-536,next,standard,* * * 12-2 *,2016-05-19T00:00:00,2016-12-01T00:00:00,wrap-range
next-537,next,standard,* * * 12-2 *,2017-01-19T00:00:00,2017-01-19T00:00:00,wrap-range
next-538,next,standard,* * * 12-2 *,2017-02-19T00:00:00,2017-02-19T00:00:00,wrap-range
next-539,next,standard,* * * 12-2 *,2017-03-19T00:00:00,2017-12-01T00:00:00,wrap-range
next-540,next,standard,* * * 9-8/3 *,2016-07-19T00:00:00,2016-09-01T00:00:00,wrap-range oversized-step
next-541,next,standard,* * * 9-8/3 *,2016-10-19T00:00:00,2016-12-01T00:00:00,wrap-range oversized-step
next-542,next,standard,* * * 9-8/3 *,2017-01-19T00:00:00,2017-03-01T00:00:00,wrap-range oversized-step
next-543,next,standard,* * * 9-8/3 *,2017-04-19T00:00:00,2017-06-01T00:00:00,wrap-range oversized-step
next-544,next,standard,* * * * 5,2016-12-07T00:00:00,2016-12-09T00:00:00,
next-545,next,standard,* * * * 5,2016-12-09T00:00:00,2016-12-09T00:00:00,
next-546,next,standard,* * * * 05,2016-12-10T00:00:00,2016-12-16T00:00:00,
next-547,next,standard,"* * * * 3,5,7",2016-12-09T00:00:00,2016-12-09T00:00:00,
next-548,next,standard,"* * * * 3,5,7",2016-12-10T00:00:00,2016-12-11T00:00:00,
next-549,next,standard,"* * * * 3,5,7",2016-12-12T00:00:00,2016-12-14T00:00:00,
next-550,next,standard,* * * * 4-7,2016-12-08T00:00:00,2016-12-08T00:00:00,
next-551,next,standard,* * * * 4-7,2016-12-10T00:00:00,2016-12-10T00:00:00,
next-552,next,standard,* * * * 4-7,2016-12-11T00:00:00,2016-12-11T00:00:00,
next-553,next,standard,* * * * 4-07,2016-12-12T00:00:00,2016-12-15T00:00:00,
next-554,next,standard,* * * * FRI,2016-12-08T00:00:00,2016-12-09T00:00:00,
next-555,next,standard,* * * * tue/2,2016-12-09T00:00:00,2016-12-10T00:00:00,
next-556,next,standard,* * * * tue/2,2016-12-11T00:00:00,2016-12-13T00:00:00,
next-557,next,standard,* * * * FRI/3,2016-12-03T00:00:00,2016-12-09T00:00:00,oversized-step
next-558,next,standard,* * * * thu-sat,2016-12-04T00:00:00,2016-12-08T00:00:00,
next-559,next,standard,* * * * thu-sat,2016-12-09T00:00:00,2016-12-09T00:00:00,
next-560,next,standard,* * * * thu-sat,2016-12-10T00:00:00,2016-12-10T00:00:00,
next-561,next,standard,* * * * thu-sat,2016-12-12T00:00:00,2016-12-15T00:00:00,
next-562,next,standard,* * * * */5,2016-12-08T00:00:00,2016-12-09T00:00:00,
next-563,next,standard,* * * * */5,2016-12-10T00:00:00,2016-12-11T00:00:00,
next-564,next,standard,* * * * */5,2016-12-12T00:00:00,2016-12-16T00:00:00,
next-565,next,standard,* * ? * thu-sun,2016-12-09T00:00:00,2016-12-09T00:00:00,quartz-ext wrap-range dom-dow-intersect
next-566,next,standard,* * ? * sat-tue,2016-12-10T00:00:00,2016-12-10T00:00:00,quartz-ext wrap-range dom-dow-intersect
next-567,next,standard,* * ? * sat-tue,2016-12-11T00:00:00,2016-12-11T00:00:00,quartz-ext wrap-range dom-dow-intersect
next-568,next,standard,* * ? * sat-tue,2016-12-12T00:00:00,2016-12-12T00:00:00,quartz-ext wrap-range dom-dow-intersect
next-569,next,standard,* * ? * sat-tue,2016-12-13T00:00:00,2016-12-13T00:00:00,quartz-ext wrap-range dom-dow-intersect
next-570,next,standard,* * ? * sat-tue,2016-12-14T00:00:00,2016-12-17T00:00:00,quartz-ext wrap-range dom-dow-intersect
next-571,next,standard,* * ? * sat-tue/2,2016-12-10T00:00:00,2016-12-10T00:00:00,quartz-ext wrap-range oversized-step dom-dow-intersect
next-572,next,standard,* * ? * sat-tue/2,2016-12-11T00:00:00,2016-12-12T00:00:00,quartz-ext wrap-range oversized-step dom-dow-intersect
next-573,next,standard,* * ? * sat-tue/2,2016-12-12T00:00:00,2016-12-12T00:00:00,quartz-ext wrap-range oversized-step dom-dow-intersect
next-574,next,standard,* * ? * sat-tue/2,2016-12-13T00:00:00,2016-12-17T00:00:00,quartz-ext wrap-range oversized-step dom-dow-intersect
next-575,next,standard,00 00 11 12 0,2016-12-07T00:00:00,2016-12-11T00:00:00,dom-dow-intersect
next-576,next,standard,00 00 11 12 7,2016-12-09T00:00:00,2016-12-11T00:00:00,dom-dow-intersect
next-577,next,standard,00 00 11 12 SUN,2016-12-10T00:00:00,2016-12-11T00:00:00,dom-dow-intersect
next-578,next,standard,00 00 11 12 sun,2016-12-09T00:00:00,2016-12-11T00:00:00,dom-dow-intersect
next-579,next,standard,47 17 09 12 5,2016-10-01T00:00:00,2016-12-09T17:47:00,dom-dow-intersect
next-580,next,standard,47 17 09 DEC FRI,2016-07-05T00:00:00,2016-12-09T17:47:00,dom-dow-intersect
next-581,next,standard,"40-50 15-20 5-10 11,12 5,6,7",2016-12-01T00:00:00,2016-12-09T15:40:00,dom-dow-intersect
next-582,next,standard,"40-50 15-20 5-10 11,12 5,6,7",2016-12-09T15:40:00,2016-12-09T15:40:00,dom-dow-intersect
next-583,next,standard,"40-50 15-20 5-10 11,12 5,6,7",2016-12-09T15:45:00,2016-12-09T15:45:00,dom-dow-intersect
next-584,next,standard,"40-50 15-20 5-10 11,12 5,6,7",2016-12-09T15:51:00,2016-12-09T16:40:00,dom-dow-intersect
next-585,next,standard,"40-50 15-20 5-10 11,12 5,6,7",2016-12-09T21:50:00,2016-12-10T15:40:00,dom-dow-intersect
next-586,next,standard,"40-50 15-20 5-10 11,12 5,6,7",2016-12-11T21:50:00,2017-11-05T15:40:00,dom-dow-intersect dst
next-587,next,standard,05 18 13 01 05,2016-01-01T00:00:00,2017-01-13T18:05:00,dom-dow-intersect
next-588,next,standard,05 18 13 * 05,2016-01-01T00:00:00,2016-05-13T18:05:00,dom-dow-intersect
next-589,next,standard,05 18 13 * 05,2016-09-01T00:00:00,2017-01-13T18:05:00,dom-dow-intersect
next-590,next,standard,05 18 13 * 05,2017-02-01T00:00:00,2017-10-13T18:05:00,dom-dow-intersect
next-591,next,standard,0 * * * *,2017-01-14T12:59:00,2017-01-14T13:00:00,
next-592,next,standard,0 0 * * *,2017-01-14T23:00:00,2017-01-15T00:00:00,
next-593,next,standard,0 0 1 * *,2016-02-10T00:00:00,2016-03-01T00:00:00,
next-594,next,standard,0 0 1 * *,2017-02-10T00:00:00,2017-03-01T00:00:00,
next-595,next,standard,0 0 1 * *,2017-04-10T00:00:00,2017-05-01T00:00:00,
next-596,next,standard,0 0 1 * *,2017-01-30T00:00:00,2017-02-01T00:00:00,
next-597,next,standard,0 0 * * *,2017-12-31T23:59:00,2018-01-01T00:00:00,
next-598,next,standard,0 0 30 * *,2017-02-25T00:00:00,2017-03-30T00:00:00,
next-599,next,standard,0 0 31 * *,2017-02-25T00:00:00,2017-03-31T00:00:00,
next-600,next,standard,0 0 31 * *,2017-04-01T00:00:00,2017-05-31T00:00:00,
next-601,next,standard,0 0 29 2 *,2016-03-10T00:00:00,2020-02-29T00:00:00,
next-602,next,standard,* * L * *,2016-01-05T00:00:00,2016-01-31T00:00:00,quartz-ext
next-603,next,standard,* * L * *,2016-01-31T00:00:00,2016-01-31T00:00:00,quartz-ext
next-604,next,standard,* * L * *,2016-02-05T00:00:00,2016-02-29T00:00:00,quartz-ext
next-605,next,standard,* * L * *,2016-02-29T00:00:00,2016-02-29T00:00:00,quartz-ext
next-606,next,standard,* * L 2 *,2016-02-29T00:00:00,2016-02-29T00:00:00,quartz-ext
next-607,next,standard,* * L * *,2017-02-28T00:00:00,2017-02-28T00:00:00,quartz-ext
next-608,next,standard,* * L * *,2016-03-05T00:00:00,2016-03-31T00:00:00,quartz-ext
next-609,next,standard,* * L * *,2016-03-31T00:00:00,2016-03-31T00:00:00,quartz-ext
next-610,next,standard,* * L * *,2016-04-05T00:00:00,2016-04-30T00:00:00,quartz-ext
next-611,next,standard,* * L * *,2016-04-30T00:00:00,2016-04-30T00:00:00,quartz-ext
next-612,next,standard,* * L * *,2016-05-05T00:00:00,2016-05-31T00:00:00,quartz-ext
next-613,next,standard,* * L * *,2016-05-31T00:00:00,2016-05-31T00:00:00,quartz-ext
next-614,next,standard,* * L * *,2016-06-05T00:00:00,2016-06-30T00:00:00,quartz-ext
next-615,next,standard,* * L * *,2016-06-30T00:00:00,2016-06-30T00:00:00,quartz-ext
next-616,next,standard,* * L * *,2016-07-05T00:00:00,2016-07-31T00:00:00,quartz-ext
next-617,next,standard,* * L * *,2016-07-31T00:00:00,2016-07-31T00:00:00,quartz-ext
next-618,next,standard,* * L * *,2016-08-05T00:00:00,2016-08-31T00:00:00,quartz-ext
next-619,next,standard,* * L * *,2016-08-31T00:00:00,2016-08-31T00:00:00,quartz-ext
next-620,next,standard,* * L * *,2016-09-05T00:00:00,2016-09-30T00:00:00,quartz-ext
next-621,next,standard,* * L * *,2016-09-30T00:00:00,2016-09-30T00:00:00,quartz-ext
next-622,next,standard,* * L * *,2016-10-05T00:00:00,2016-10-31T00:00:00,quartz-ext
next-623,next,standard,* * L * *,2016-10-31T00:00:00,2016-10-31T00:00:00,quartz-ext
next-624,next,standard,* * L * *,2016-11-05T00:00:00,2016-11-30T00:00:00,quartz-ext dst
next-625,next,standard,* * L * *,2016-12-05T00:00:00,2016-12-31T00:00:00,quartz-ext
next-626,next,standard,* * L * *,2016-12-31T00:00:00,2016-12-31T00:00:00,quartz-ext
next-627,next,standard,* * L * *,2099-12-05T00:00:00,2099-12-31T00:00:00,quartz-ext
next-628,next,standard,* * L * *,2099-12-31T00:00:00,2099-12-31T00:00:00,quartz-ext
next-629,next,standard,* * L-1 * *,2016-01-01T00:00:00,2016-01-30T00:00:00,quartz-ext
next-630,next,standard,* * L-1 * *,2016-01-29T00:00:00,2016-01-30T00:00:00,quartz-ext
next-631,next,standard,* * L-1 * *,2016-01-30T00:00:00,2016-01-30T00:00:00,quartz-ext
next-632,next,standard,* * L-1 * *,2016-01-31T00:00:00,2016-02-28T00:00:00,quartz-ext
next-633,next,standard,* * L-1 * *,2016-02-01T00:00:00,2016-02-28T00:00:00,quartz-ext
next-634,next,standard,* * L-1 * *,2016-02-28T00:00:00,2016-02-28T00:00:00,quartz-ext
next-635,next,standard,* * L-1 * *,2017-02-01T00:00:00,2017-02-27T00:00:00,quartz-ext
next-636,next,standard,* * L-1 * *,2017-02-27T00:00:00,2017-02-27T00:00:00,quartz-ext
next-637,next,standard,* * L-1 * *,2016-04-01T00:00:00,2016-04-29T00:00:00,quartz-ext
next-638,next,standard,* * L-1 * *,2016-04-29T00:00:00,2016-04-29T00:00:00,quartz-ext
next-639,next,standard,* * L-1 * *,2016-12-01T00:00:00,2016-12-30T00:00:00,quartz-ext
next-640,next,standard,* * L-2 * *,2016-01-05T00:00:00,2016-01-29T00:00:00,quartz-ext
next-641,next,standard,* * L-2 * *,2016-01-30T00:00:00,2016-02-27T00:00:00,quartz-ext
next-642,next,standard,* * L-2 * *,2016-02-01T00:00:00,2016-02-27T00:00:00,quartz-ext
next-643,next,standard,* * L-2 * *,2017-02-01T00:00:00,2017-02-26T00:00:00,quartz-ext
next-644,next,standard,* * L-2 * *,2016-04-01T00:00:00,2016-04-28T00:00:00,quartz-ext
next-645,next,standard,* * L-2 * *,2016-12-01T00:00:00,2016-12-29T00:00:00,quartz-ext
next-646,next,standard,* * L-2 * *,2016-12-29T00:00:00,2016-12-29T00:00:00,quartz-ext
next-647,next,standard,* * L-2 * *,2016-12-30T00:00:00,2017-01-29T00:00:00,quartz-ext
next-648,next,standard,* * L-28 * *,2016-01-01T00:00:00,2016-01-03T00:00:00,quartz-ext
next-649,next,standard,* * L-28 * *,2016-04-01T00:00:00,2016-04-02T00:00:00,quartz-ext
next-650,next,standard,* * L-28 * *,2016-02-01T00:00:00,2016-02-01T00:00:00,quartz-ext
next-651,next,standard,* * L-28 * *,2017-02-01T00:00:00,2017-03-03T00:00:00,quartz-ext
next-652,next,standard,* * L-29 * *,2016-01-01T00:00:00,2016-01-02T00:00:00,quartz-ext
next-653,next,standard,* * L-29 * *,2016-04-01T00:00:00,2016-04-01T00:00:00,quartz-ext
next-654,next,standard,* * L-29 * *,2016-02-01T00:00:00,2016-03-02T00:00:00,quartz-ext
next-655,next,standard,* * L-29 * *,2017-02-01T00:00:00,2017-03-02T00:00:00,quartz-ext
next-656,next,standard,* * L-30 * *,2016-01-01T00:00:00,2016-01-01T00:00:00,quartz-ext
next-657,next,standard,* * L-30 * *,2016-04-01T00:00:00,2016-05-01T00:00:00,quartz-ext
next-658,next,standard,* * L-30 * *,2016-02-01T00:00:00,2016-03-01T00:00:00,quartz-ext
next-659,next,standard,* * L-30 * *,2017-02-01T00:00:00,2017-03-01T00:00:00,quartz-ext
next-660,next,standard,* * * * 0L,2017-01-29T00:00:00,2017-01-29T00:00:00,quartz-ext
next-661,next,standard,* * * * 0L,2017-01-01T00:00:00,2017-01-29T00:00:00,quartz-ext
next-662,next,standard,* * * * 1L,2017-01-30T00:00:00,2017-01-30T00:00:00,quartz-ext
next-663,next,standard,* * * * 1L,2017-01-01T00:00:00,2017-01-30T00:00:00,quartz-ext
next-664,next,standard,* * * * 2L,2017-01-31T00:00:00,2017-01-31T00:00:00,quartz-ext
next-665,next,standard,* * * * 2L,2017-01-01T00:00:00,2017-01-31T00:00:00,quartz-ext
next-666,next,standard,* * * * 3L,2017-01-25T00:00:00,2017-01-25T00:00:00,quartz-ext
next-667,next,standard,* * * * 3L,2017-01-01T00:00:00,2017-01-25T00:00:00,quartz-ext
next-668,next,standard,* * * * 4L,2017-01-26T00:00:00,2017-01-26T00:00:00,quartz-ext
next-669,next,standard,* * * * 4L,2017-01-01T00:00:00,2017-01-26T00:00:00,quartz-ext
next-670,next,standard,* * * * 5L,2017-01-27T00:00:00,2017-01-27T00:00:00,quartz-ext
next-671,next,standard,* * * * 5L,2017-01-01T00:00:00,2017-01-27T00:00:00,quartz-ext
next-672,next,standard,* * * * 6L,2017-01-28T00:00:00,2017-01-28T00:00:00,quartz-ext
next-673,next,standard,* * * * 6L,2017-01-01T00:00:00,2017-01-28T00:00:00,quartz-ext
next-674,next,standard,* * * * 7L,2017-01-29T00:00:00,2017-01-29T00:00:00,quartz-ext
next-675,next,standard,* * * * 7L,2016-12-31T00:00:00,2017-01-29T00:00:00,quartz-ext
next-676,next,standard,* * * * SUN#1,2017-01-01T00:00:00,2017-01-01T00:00:00,quartz-ext
next-677,next,standard,* * * * 0#1,2017-01-01T00:00:00,2017-01-01T00:00:00,quartz-ext
next-678,next,standard,* * * * 0#1,2016-12-10T00:00:00,2017-01-01T00:00:00,quartz-ext
next-679,next,standard,* * * * 0#1,2017-02-01T00:00:00,2017-02-05T00:00:00,quartz-ext
next-680,next,standard,* * * * 0#2,2017-01-01T00:00:00,2017-01-08T00:00:00,quartz-ext
next-681,next,standard,* * * * 0#2,2017-01-08T00:00:00,2017-01-08T00:00:00,quartz-ext
next-682,next,standard,* * * * 5#3,2017-01-01T00:00:00,2017-01-20T00:00:00,quartz-ext
next-683,next,standard,* * * * 5#3,2017-01-21T00:00:00,2017-02-17T00:00:00,quartz-ext
next-684,next,standard,* * * * 3#2,2017-01-01T00:00:00,2017-01-11T00:00:00,quartz-ext
next-685,next,standard,* * * * 2#5,2017-02-01T00:00:00,2017-05-30T00:00:00,quartz-ext
next-686,next,standard,* * 1W * *,2017-01-01T00:00:00,2017-01-02T00:00:00,quartz-ext
next-687,next,standard,* * 2W * *,2017-01-02T00:00:00,2017-01-02T00:00:00,quartz-ext
next-688,next,standard,* * 6W * *,2017-01-02T00:00:00,2017-01-06T00:00:00,quartz-ext
next-689,next,standard,* * 7W * *,2017-01-02T00:00:00,2017-01-06T00:00:00,quartz-ext
next-690,next,standard,* * 7W * *,2017-01-07T00:00:00,2017-02-07T00:00:00,quartz-ext
next-691,next,standard,* * 8W * *,2017-01-02T00:00:00,2017-01-09T00:00:00,quartz-ext
next-692,next,standard,* * 30W * *,2017-04-27T00:00:00,2017-04-28T00:00:00,quartz-ext
next-693,next,standard,* * 30W * *,2017-04-28T00:00:00,2017-04-28T00:00:00,quartz-ext
next-694,next,standard,* * 30W * *,2017-04-29T00:00:00,2017-05-30T00:00:00,quartz-ext
next-695,next,standard,* * 1W * *,2017-04-01T00:00:00,2017-04-03T00:00:00,quartz-ext
next-696,next,standard,30 17 7W * *,2017-01-06T17:45:00,2017-02-07T17:30:00,quartz-ext
next-697,next,standard,"30,45 17 7W * *",2017-01-06T17:45:00,2017-01-06T17:45:00,quartz-ext
next-698,next,standard,"30,55 17 7W * *",2017-01-06T17:45:00,2017-01-06T17:55:00,quartz-ext
next-699,next,standard,30 17 30W * *,2017-04-28T17:45:00,2017-05-30T17:30:00,quartz-ext
next-700,next,standard,"30,45 17 30W * *",2017-04-28T17:45:00,2017-04-28T17:45:00,quartz-ext
next-701,next,standard,"30,55 17 30W * *",2017-04-28T17:45:00,2017-04-28T17:55:00,quartz-ext
next-702,next,standard,30 17 30W * *,2017-02-06T00:00:00,2017-03-30T17:30:00,quartz-ext
next-703,next,standard,30 17 31W * *,2018-03-30T17:45:00,2018-05-31T17:30:00,quartz-ext
next-704,next,standard,30 17 15W * *,2016-12-30T17:45:00,2017-01-16T17:30:00,quartz-ext
next-705,next,standard,* * LW * *,2017-01-01T00:00:00,2017-01-31T00:00:00,quartz-ext
next-706,next,standard,* * LW * *,2017-09-01T00:00:00,2017-09-29T00:00:00,quartz-ext
next-707,next,standard,* * LW * *,2017-09-29T00:00:00,2017-09-29T00:00:00,quartz-ext
next-708,next,standard,* * LW * *,2017-09-30T00:00:00,2017-10-31T00:00:00,quartz-ext
next-709,next,standard,* * LW * *,2017-04-01T00:00:00,2017-04-28T00:00:00,quartz-ext
next-710,next,standard,* * LW * *,2017-04-28T00:00:00,2017-04-28T00:00:00,quartz-ext
next-711,next,standard,* * LW * *,2017-04-29T00:00:00,2017-05-31T00:00:00,quartz-ext
next-712,next,standard,* * LW * *,2017-05-30T00:00:00,2017-05-31T00:00:00,quartz-ext
next-713,next,standard,30 17 LW * *,2017-09-29T17:45:00,2017-10-31T17:30:00,quartz-ext
next-714,next,standard,* * L-1W * *,2017-01-01T00:00:00,2017-01-30T00:00:00,quartz-ext
next-715,next,standard,* * L-2W * *,2017-01-01T00:00:00,2017-01-30T00:00:00,quartz-ext
next-716,next,standard,* * L-3W * *,2017-01-01T00:00:00,2017-01-27T00:00:00,quartz-ext
next-717,next,standard,* * L-4W * *,2017-01-01T00:00:00,2017-01-27T00:00:00,quartz-ext
next-718,next,standard,* * L-0W * *,2016-02-01T00:00:00,2016-02-29T00:00:00,quartz-ext
next-719,next,standard,* * L-0W * *,2017-02-01T00:00:00,2017-02-28T00:00:00,quartz-ext
next-720,next,standard,* * L-1W * *,2016-02-01T00:00:00,2016-02-29T00:00:00,quartz-ext
next-721,next,standard,* * L-1W * *,2017-02-01T00:00:00,2017-02-27T00:00:00,quartz-ext
next-722,next,standard,* * L-2W * *,2016-02-01T00:00:00,2016-02-26T00:00:00,quartz-ext
next-723,next,standard,* * L-2W * *,2017-02-01T00:00:00,2017-02-27T00:00:00,quartz-ext
next-724,next,standard,* * L-3W * *,2016-02-01T00:00:00,2016-02-26T00:00:00,quartz-ext
next-725,next,standard,* * L-3W * *,2017-02-01T00:00:00,2017-02-24T00:00:00,quartz-ext
next-726,next,standard,* * ? 11 *,2016-10-09T00:00:00,2016-11-01T00:00:00,quartz-ext
next-727,next,standard,? ? ? ? ?,2016-12-09T16:46:00,2016-12-09T16:46:00,quartz-ext dom-dow-intersect
next-728,next,standard,* * * * ?,2016-12-09T16:46:00,2016-12-09T16:46:00,quartz-ext
next-729,next,standard,* * ? * *,2016-03-09T16:46:00,2016-03-09T16:46:00,quartz-ext
next-730,next,standard,* * * * ?,2016-12-30T16:46:00,2016-12-30T16:46:00,quartz-ext
next-731,next,standard,* * ? * *,2016-12-09T02:46:00,2016-12-09T02:46:00,quartz-ext
next-732,next,standard,* * * * ?,2016-12-09T16:09:00,2016-12-09T16:09:00,quartz-ext
next-733,next,standard,* * ? * *,2099-12-09T16:46:00,2099-12-09T16:46:00,quartz-ext
next-734,next,standard,@every_second,2017-03-23T16:46:05,2017-03-23T16:46:05,cronos-macro
